,Date,State,Confirmed,Deceased,Recovered,State_Name
1076,10-Apr-20,MP,40,4,12,Madhya Pradesh
1077,10-Apr-20,MZ,0,0,0,Mizoram
1078,10-Apr-20,NL,0,0,0,Nagaland
1079,10-Apr-20,OR,2,0,10,Odisha
1080,10-Apr-20,PB,21,1,2,Punjab
1081,10-Apr-20,PY,2,0,0,Puducherry
1082,10-Apr-20,RJ,98,0,0,Rajasthan
1083,10-Apr-20,SK,0,0,0,Sikkim
1084,10-Apr-20,TG,16,0,0,Telangana
1085,10-Apr-20,TN,77,1,17,Tamil Nadu
1086,10-Apr-20,TR,1,0,0,Tripura
1087,10-Apr-20,TT,871,22,151,Total
1088,10-Apr-20,UN,0,0,0,State Unassigned
1089,10-Apr-20,UP,23,0,1,Uttar Pradesh
1090,10-Apr-20,UT,0,0,0,Uttarakhand
1091,10-Apr-20,WB,13,0,0,West Bengal
1092,10-Jun-20,AN,1,0,0,Andaman and Nicobar Islands
1093,10-Jun-20,AP,365,1,110,Andhra Pradesh
1094,10-Jun-20,AR,4,0,2,Arunachal Pradesh
1095,10-Jun-20,AS,235,1,152,Assam
1096,10-Jun-20,BR,243,1,164,Bihar
1097,10-Jun-20,CH,2,0,4,Chandigarh
1098,10-Jun-20,CT,51,1,4,Chhattisgarh
1099,10-Jun-20,DD,0,0,0,Daman and Diu
1100,10-Jun-20,DL,1501,79,384,Delhi
1101,10-Jun-20,DN,5,0,0,Dadra and Nagar Haveli and Daman and Diu
1102,10-Jun-20,GA,28,0,0,Goa
1103,10-Jun-20,GJ,510,34,370,Gujarat
1104,10-Jun-20,HP,14,1,13,Himachal Pradesh
1105,10-Jun-20,HR,370,7,381,Haryana
1106,10-Jun-20,JH,135,0,33,Jharkhand
1107,10-Jun-20,JK,161,3,165,Jammu and Kashmir
1108,10-Jun-20,KA,120,3,257,Karnataka
1109,10-Jun-20,KL,65,1,57,Kerala
1110,10-Jun-20,LA,7,0,0,Ladakh
1111,10-Jun-20,LD,0,0,0,Lakshadweep
1112,10-Jun-20,MH,3254,149,1877,Maharashtra
1113,10-Jun-20,ML,1,0,0,Meghalaya
1114,10-Jun-20,MN,7,0,0,Manipur
1115,10-Jun-20,MP,200,7,163,Madhya Pradesh
1116,10-Jun-20,MZ,5,0,0,Mizoram
1117,10-Jun-20,NL,1,0,12,Nagaland
1118,10-Jun-20,OR,110,0,149,Odisha
1119,10-Jun-20,PB,86,0,65,Punjab
1120,10-Jun-20,PY,12,0,5,Puducherry
1121,10-Jun-20,RJ,355,4,241,Rajasthan
1122,10-Jun-20,SK,0,0,0,Sikkim
1123,10-Jun-20,TG,191,8,75,Telangana
1124,10-Jun-20,TN,1927,19,1008,Tamil Nadu
1125,10-Jun-20,TR,31,0,47,Tripura
1126,10-Jun-20,TT,11156,358,6275,Total
1127,10-Jun-20,UN,516,0,0,State Unassigned
1128,10-Jun-20,UP,275,20,302,Uttar Pradesh
1129,10-Jun-20,UT,25,2,76,Uttarakhand
1130,10-Jun-20,WB,343,17,159,West Bengal
1131,10-May-20,AN,0,0,0,Andaman and Nicobar Islands
1132,10-May-20,AP,50,1,38,Andhra Pradesh
1133,10-May-20,AR,0,0,0,Arunachal Pradesh
1134,10-May-20,AS,1,0,0,Assam
1135,10-May-20,BR,96,1,36,Bihar
1136,10-May-20,CH,4,1,0,Chandigarh
1137,10-May-20,CT,0,0,6,Chhattisgarh
1138,10-May-20,DD,0,0,0,Daman and Diu
1139,10-May-20,DL,381,5,49,Delhi
1140,10-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1141,10-May-20,GA,0,0,0,Goa
1142,10-May-20,GJ,398,21,454,Gujarat
1143,10-May-20,HP,6,0,0,Himachal Pradesh
1144,10-May-20,HR,28,1,10,Haryana
1145,10-May-20,JH,1,0,0,Jharkhand
1146,10-May-20,JK,25,0,15,Jammu and Kashmir
1147,10-May-20,KA,54,1,36,Karnataka
1148,10-May-20,KL,7,0,4,Kerala
1149,10-May-20,LA,0,0,3,Ladakh
1150,10-May-20,LD,0,0,0,Lakshadweep
1151,10-May-20,MH,1943,53,399,Maharashtra
1152,10-May-20,ML,0,0,0,Meghalaya
1153,10-May-20,MN,0,0,0,Manipur
1154,10-May-20,MP,157,4,196,Madhya Pradesh
1155,10-May-20,MZ,0,0,0,Mizoram
1156,10-May-20,NL,0,0,0,Nagaland
1157,10-May-20,OR,25,0,0,Odisha
1158,10-May-20,PB,61,0,9,Punjab
1159,10-May-20,PY,2,0,1,Puducherry
1160,10-May-20,RJ,106,2,79,Rajasthan
1161,10-May-20,SK,0,0,0,Sikkim
1162,10-May-20,TG,33,0,0,Telangana
1163,10-May-20,TN,669,3,135,Tamil Nadu
1164,10-May-20,TR,16,0,0,Tripura
1165,10-May-20,TT,4311,112,1669,Total
1166,10-May-20,UN,0,0,0,State Unassigned
1167,10-May-20,UP,94,5,154,Uttar Pradesh
1168,10-May-20,UT,1,0,0,Uttarakhand
1169,10-May-20,WB,153,14,45,West Bengal
1170,11-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1171,11-Apr-20,AP,24,0,0,Andhra Pradesh
1172,11-Apr-20,AR,0,0,0,Arunachal Pradesh
1173,11-Apr-20,AS,0,0,0,Assam
1174,11-Apr-20,BR,4,0,0,Bihar
1175,11-Apr-20,CH,0,0,0,Chandigarh
1176,11-Apr-20,CT,7,0,0,Chhattisgarh
1177,11-Apr-20,DD,0,0,0,Daman and Diu
1178,11-Apr-20,DL,166,5,0,Delhi
1179,11-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1180,11-Apr-20,GA,0,0,4,Goa
1181,11-Apr-20,GJ,90,3,11,Gujarat
1182,11-Apr-20,HP,4,0,6,Himachal Pradesh
1183,11-Apr-20,HR,3,0,0,Haryana
1184,11-Apr-20,JH,3,0,0,Jharkhand
1185,11-Apr-20,JK,17,0,0,Jammu and Kashmir
1186,11-Apr-20,KA,8,0,5,Karnataka
1187,11-Apr-20,KL,10,1,19,Kerala
1188,11-Apr-20,LA,0,0,0,Ladakh
1189,11-Apr-20,LD,0,0,0,Lakshadweep
1190,11-Apr-20,MH,187,17,20,Maharashtra
1191,11-Apr-20,ML,0,0,0,Meghalaya
1192,11-Apr-20,MN,0,0,0,Manipur
1193,11-Apr-20,MP,78,4,1,Madhya Pradesh
1194,11-Apr-20,MZ,0,0,0,Mizoram
1195,11-Apr-20,NL,0,0,0,Nagaland
1196,11-Apr-20,OR,4,0,0,Odisha
1197,11-Apr-20,PB,7,1,0,Punjab
1198,11-Apr-20,PY,0,0,0,Puducherry
1199,11-Apr-20,RJ,139,6,56,Rajasthan
1200,11-Apr-20,SK,0,0,0,Sikkim
1201,11-Apr-20,TG,16,2,51,Telangana
1202,11-Apr-20,TN,58,1,0,Tamil Nadu
1203,11-Apr-20,TR,0,0,0,Tripura
1204,11-Apr-20,TT,854,40,186,Total
1205,11-Apr-20,UN,0,0,0,State Unassigned
1206,11-Apr-20,UP,19,1,13,Uttar Pradesh
1207,11-Apr-20,UT,0,0,0,Uttarakhand
1208,11-Apr-20,WB,10,0,0,West Bengal
1209,11-Jun-20,AN,3,0,0,Andaman and Nicobar Islands
1210,11-Jun-20,AP,182,2,99,Andhra Pradesh
1211,11-Jun-20,AR,6,0,0,Arunachal Pradesh
1212,11-Jun-20,AS,145,0,184,Assam
1213,11-Jun-20,BR,250,0,152,Bihar
1214,11-Jun-20,CH,4,0,4,Chandigarh
1215,11-Jun-20,CT,136,0,70,Chhattisgarh
1216,11-Jun-20,DD,0,0,0,Daman and Diu
1217,11-Jun-20,DL,1877,101,486,Delhi
1218,11-Jun-20,DN,1,0,0,Dadra and Nagar Haveli and Daman and Diu
1219,11-Jun-20,GA,30,0,0,Goa
1220,11-Jun-20,GJ,513,38,366,Gujarat
1221,11-Jun-20,HP,19,0,26,Himachal Pradesh
1222,11-Jun-20,HR,389,12,73,Haryana
1223,11-Jun-20,JH,48,0,38,Jharkhand
1224,11-Jun-20,JK,67,1,149,Jammu and Kashmir
1225,11-Jun-20,KA,204,3,114,Karnataka
1226,11-Jun-20,KL,83,1,62,Kerala
1227,11-Jun-20,LA,20,0,4,Ladakh
1228,11-Jun-20,LD,0,0,0,Lakshadweep
1229,11-Jun-20,MH,3607,152,1562,Maharashtra
1230,11-Jun-20,ML,0,0,5,Meghalaya
1231,11-Jun-20,MN,55,0,9,Manipur
1232,11-Jun-20,MP,192,4,150,Madhya Pradesh
1233,11-Jun-20,MZ,9,0,0,Mizoram
1234,11-Jun-20,NL,2,0,7,Nagaland
1235,11-Jun-20,OR,136,1,72,Odisha
1236,11-Jun-20,PB,82,4,27,Punjab
1237,11-Jun-20,PY,13,2,7,Puducherry
1238,11-Jun-20,RJ,238,6,206,Rajasthan
1239,11-Jun-20,SK,0,0,0,Sikkim
1240,11-Jun-20,TG,209,9,176,Telangana
1241,11-Jun-20,TN,1875,23,1372,Tamil Nadu
1242,11-Jun-20,TR,25,0,39,Tripura
1243,11-Jun-20,TT,11135,394,6044,Total
1244,11-Jun-20,UN,-296,0,0,State Unassigned
1245,11-Jun-20,UP,478,24,321,Uttar Pradesh
1246,11-Jun-20,UT,93,1,55,Uttarakhand
1247,11-Jun-20,WB,440,10,209,West Bengal
1248,11-May-20,AN,0,0,0,Andaman and Nicobar Islands
1249,11-May-20,AP,38,0,73,Andhra Pradesh
1250,11-May-20,AR,0,0,0,Arunachal Pradesh
1251,11-May-20,AS,2,0,5,Assam
1252,11-May-20,BR,42,0,23,Bihar
1253,11-May-20,CH,8,0,4,Chandigarh
1254,11-May-20,CT,0,0,4,Chhattisgarh
1255,11-May-20,DD,0,0,0,Daman and Diu
1256,11-May-20,DL,310,0,60,Delhi
1257,11-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1258,11-May-20,GA,0,0,0,Goa
1259,11-May-20,GJ,347,20,235,Gujarat
1260,11-May-20,HP,1,0,0,Himachal Pradesh
1261,11-May-20,HR,27,1,37,Haryana
1262,11-May-20,JH,4,0,0,Jharkhand
1263,11-May-20,JK,18,1,44,Jammu and Kashmir
1264,11-May-20,KA,14,0,4,Karnataka
1265,11-May-20,KL,7,0,0,Kerala
1266,11-May-20,LA,0,0,1,Ladakh
1267,11-May-20,LD,0,0,0,Lakshadweep
1268,11-May-20,MH,1230,36,587,Maharashtra
1269,11-May-20,ML,0,0,0,Meghalaya
1270,11-May-20,MN,0,0,0,Manipur
1271,11-May-20,MP,171,6,71,Madhya Pradesh
1272,11-May-20,MZ,0,0,0,Mizoram
1273,11-May-20,NL,0,0,0,Nagaland
1274,11-May-20,OR,38,0,17,Odisha
1275,11-May-20,PB,54,0,2,Punjab
1276,11-May-20,PY,0,0,0,Puducherry
1277,11-May-20,RJ,174,5,83,Rajasthan
1278,11-May-20,SK,0,0,0,Sikkim
1279,11-May-20,TG,79,0,50,Telangana
1280,11-May-20,TN,798,6,92,Tamil Nadu
1281,11-May-20,TR,0,0,0,Tripura
1282,11-May-20,TT,3592,81,1579,Total
1283,11-May-20,UN,0,0,0,State Unassigned
1284,11-May-20,UP,106,1,105,Uttar Pradesh
1285,11-May-20,UT,0,0,0,Uttarakhand
1286,11-May-20,WB,124,5,82,West Bengal
1287,12-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1288,12-Apr-20,AP,15,1,2,Andhra Pradesh
1289,12-Apr-20,AR,0,0,0,Arunachal Pradesh
1290,12-Apr-20,AS,1,0,0,Assam
1291,12-Apr-20,BR,0,0,11,Bihar
1292,12-Apr-20,CH,2,0,0,Chandigarh
1293,12-Apr-20,CT,6,0,1,Chhattisgarh
1294,12-Apr-20,DD,0,0,0,Daman and Diu
1295,12-Apr-20,DL,85,5,1,Delhi
1296,12-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1297,12-Apr-20,GA,0,0,0,Goa
1298,12-Apr-20,GJ,48,2,0,Gujarat
1299,12-Apr-20,HP,0,0,4,Himachal Pradesh
1300,12-Apr-20,HR,16,1,8,Haryana
1301,12-Apr-20,JH,2,1,0,Jharkhand
1302,12-Apr-20,JK,21,0,0,Jammu and Kashmir
1303,12-Apr-20,KA,17,0,15,Karnataka
1304,12-Apr-20,KL,2,0,36,Kerala
1305,12-Apr-20,LA,0,0,0,Ladakh
1306,12-Apr-20,LD,0,0,0,Lakshadweep
1307,12-Apr-20,MH,221,22,9,Maharashtra
1308,12-Apr-20,ML,0,0,0,Meghalaya
1309,12-Apr-20,MN,0,0,0,Manipur
1310,12-Apr-20,MP,33,3,3,Madhya Pradesh
1311,12-Apr-20,MZ,0,0,0,Mizoram
1312,12-Apr-20,NL,0,0,0,Nagaland
1313,12-Apr-20,OR,0,0,0,Odisha
1314,12-Apr-20,PB,12,0,3,Punjab
1315,12-Apr-20,PY,0,0,0,Puducherry
1316,12-Apr-20,RJ,104,2,5,Rajasthan
1317,12-Apr-20,SK,0,0,0,Sikkim
1318,12-Apr-20,TG,28,2,7,Telangana
1319,12-Apr-20,TN,106,1,6,Tamil Nadu
1320,12-Apr-20,TR,0,0,0,Tripura
1321,12-Apr-20,TT,758,42,114,Total
1322,12-Apr-20,UN,0,0,0,State Unassigned
1323,12-Apr-20,UP,31,0,0,Uttar Pradesh
1324,12-Apr-20,UT,0,0,0,Uttarakhand
1325,12-Apr-20,WB,8,2,3,West Bengal
1326,12-Jun-20,AN,0,0,0,Andaman and Nicobar Islands
1327,12-Jun-20,AP,207,0,123,Andhra Pradesh
1328,12-Jun-20,AR,19,0,0,Arunachal Pradesh
1329,12-Jun-20,AS,263,2,152,Assam
1330,12-Jun-20,BR,148,1,230,Bihar
1331,12-Jun-20,CH,13,0,2,Chandigarh
1332,12-Jun-20,CT,47,0,123,Chhattisgarh
1333,12-Jun-20,DD,0,0,0,Daman and Diu
1334,12-Jun-20,DL,2137,129,667,Delhi
1335,12-Jun-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1336,12-Jun-20,GA,46,0,2,Goa
1337,12-Jun-20,GJ,495,31,392,Gujarat
1338,12-Jun-20,HP,16,0,17,Himachal Pradesh
1339,12-Jun-20,HR,366,6,214,Haryana
1340,12-Jun-20,JH,57,0,55,Jharkhand
1341,12-Jun-20,JK,156,1,266,Jammu and Kashmir
1342,12-Jun-20,KA,271,7,464,Karnataka
1343,12-Jun-20,KL,78,1,32,Kerala
1344,12-Jun-20,LA,104,0,4,Ladakh
1345,12-Jun-20,LD,0,0,0,Lakshadweep
1346,12-Jun-20,MH,3493,127,1718,Maharashtra
1347,12-Jun-20,ML,0,0,4,Meghalaya
1348,12-Jun-20,MN,19,0,0,Manipur
1349,12-Jun-20,MP,202,9,159,Madhya Pradesh
1350,12-Jun-20,MZ,2,0,0,Mizoram
1351,12-Jun-20,NL,26,0,28,Nagaland
1352,12-Jun-20,OR,112,1,120,Odisha
1353,12-Jun-20,PB,99,4,23,Punjab
1354,12-Jun-20,PY,6,1,9,Puducherry
1355,12-Jun-20,RJ,230,7,236,Rajasthan
1356,12-Jun-20,SK,50,0,0,Sikkim
1357,12-Jun-20,TG,164,9,285,Telangana
1358,12-Jun-20,TN,1982,18,1342,Tamil Nadu
1359,12-Jun-20,TR,41,0,0,Tripura
1360,12-Jun-20,TT,11306,388,7263,Total
1361,12-Jun-20,UN,-616,0,0,State Unassigned
1362,12-Jun-20,UP,528,20,317,Uttar Pradesh
1363,12-Jun-20,UT,69,5,61,Uttarakhand
1364,12-Jun-20,WB,476,9,218,West Bengal
1365,12-May-20,AN,0,0,0,Andaman and Nicobar Islands
1366,12-May-20,AP,71,1,58,Andhra Pradesh
1367,12-May-20,AR,0,0,0,Arunachal Pradesh
1368,12-May-20,AS,0,0,0,Assam
1369,12-May-20,BR,130,0,5,Bihar
1370,12-May-20,CH,6,0,2,Chandigarh
1371,12-May-20,CT,0,0,1,Chhattisgarh
1372,12-May-20,DD,0,0,0,Daman and Diu
1373,12-May-20,DL,406,13,383,Delhi
1374,12-May-20,DN,0,0,1,Dadra and Nagar Haveli and Daman and Diu
1375,12-May-20,GA,0,0,0,Goa
1376,12-May-20,GJ,362,24,466,Gujarat
1377,12-May-20,HP,8,0,0,Himachal Pradesh
1378,12-May-20,HR,50,0,5,Haryana
1379,12-May-20,JH,11,0,1,Jharkhand
1380,12-May-20,JK,55,0,28,Jammu and Kashmir
1381,12-May-20,KA,63,0,7,Karnataka
1382,12-May-20,KL,5,0,0,Kerala
1383,12-May-20,LA,0,0,0,Ladakh
1384,12-May-20,LD,0,0,0,Lakshadweep
1385,12-May-20,MH,1026,53,339,Maharashtra
1386,12-May-20,ML,0,0,0,Meghalaya
1387,12-May-20,MN,0,0,0,Manipur
1388,12-May-20,MP,201,4,113,Madhya Pradesh
1389,12-May-20,MZ,0,0,0,Mizoram
1390,12-May-20,NL,0,0,0,Nagaland
1391,12-May-20,OR,22,0,31,Odisha
1392,12-May-20,PB,37,1,3,Punjab
1393,12-May-20,PY,0,0,0,Puducherry
1394,12-May-20,RJ,138,4,130,Rajasthan
1395,12-May-20,SK,0,0,0,Sikkim
1396,12-May-20,TG,51,2,21,Telangana
1397,12-May-20,TN,716,8,83,Tamil Nadu
1398,12-May-20,TR,2,0,0,Tripura
1399,12-May-20,TT,3562,120,1905,Total
1400,12-May-20,UN,0,0,0,State Unassigned
1401,12-May-20,UP,91,2,115,Uttar Pradesh
1402,12-May-20,UT,1,0,0,Uttarakhand
1403,12-May-20,WB,110,8,113,West Bengal
1404,13-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1405,13-Apr-20,AP,19,0,0,Andhra Pradesh
1406,13-Apr-20,AR,0,0,0,Arunachal Pradesh
1407,13-Apr-20,AS,2,0,0,Assam
1408,13-Apr-20,BR,2,0,2,Bihar
1409,13-Apr-20,CH,0,0,0,Chandigarh
1410,13-Apr-20,CT,0,0,0,Chhattisgarh
1411,13-Apr-20,DD,0,0,0,Daman and Diu
1412,13-Apr-20,DL,356,4,3,Delhi
1413,13-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1414,13-Apr-20,GA,0,0,0,Goa
1415,13-Apr-20,GJ,56,2,10,Gujarat
1416,13-Apr-20,HP,0,0,0,Himachal Pradesh
1417,13-Apr-20,HR,1,0,7,Haryana
1418,13-Apr-20,JH,5,0,0,Jharkhand
1419,13-Apr-20,JK,25,0,10,Jammu and Kashmir
1420,13-Apr-20,KA,15,2,6,Karnataka
1421,13-Apr-20,KL,3,0,19,Kerala
1422,13-Apr-20,LA,2,0,1,Ladakh
1423,13-Apr-20,LD,0,0,0,Lakshadweep
1424,13-Apr-20,MH,352,11,12,Maharashtra
1425,13-Apr-20,ML,1,0,0,Meghalaya
1426,13-Apr-20,MN,0,0,0,Manipur
1427,13-Apr-20,MP,52,7,10,Madhya Pradesh
1428,13-Apr-20,MZ,0,0,0,Mizoram
1429,13-Apr-20,NL,0,0,0,Nagaland
1430,13-Apr-20,OR,1,0,6,Odisha
1431,13-Apr-20,PB,6,0,2,Punjab
1432,13-Apr-20,PY,0,0,0,Puducherry
1433,13-Apr-20,RJ,93,0,0,Rajasthan
1434,13-Apr-20,SK,0,0,0,Sikkim
1435,13-Apr-20,TG,61,1,0,Telangana
1436,13-Apr-20,TN,98,0,8,Tamil Nadu
1437,13-Apr-20,TR,0,0,0,Tripura
1438,13-Apr-20,TT,1243,27,112,Total
1439,13-Apr-20,UN,0,0,0,State Unassigned
1440,13-Apr-20,UP,75,0,4,Uttar Pradesh
1441,13-Apr-20,UT,0,0,2,Uttarakhand
1442,13-Apr-20,WB,18,0,10,West Bengal
1443,13-Jun-20,AN,0,0,0,Andaman and Nicobar Islands
1444,13-Jun-20,AP,222,2,94,Andhra Pradesh
1445,13-Jun-20,AR,5,0,2,Arunachal Pradesh
1446,13-Jun-20,AS,207,0,221,Assam
1447,13-Jun-20,BR,193,0,370,Bihar
1448,13-Jun-20,CH,5,0,0,Chandigarh
1449,13-Jun-20,CT,105,0,87,Chhattisgarh
1450,13-Jun-20,DD,0,0,0,Daman and Diu
1451,13-Jun-20,DL,2134,57,1547,Delhi
1452,13-Jun-20,DN,5,0,0,Dadra and Nagar Haveli and Daman and Diu
1453,13-Jun-20,GA,60,0,1,Goa
1454,13-Jun-20,GJ,517,33,390,Gujarat
1455,13-Jun-20,HP,16,0,16,Himachal Pradesh
1456,13-Jun-20,HR,415,8,328,Haryana
1457,13-Jun-20,JH,55,0,131,Jharkhand
1458,13-Jun-20,JK,148,2,183,Jammu and Kashmir
1459,13-Jun-20,KA,308,3,208,Karnataka
1460,13-Jun-20,KL,85,0,46,Kerala
1461,13-Jun-20,LA,198,0,10,Ladakh
1462,13-Jun-20,LD,0,0,0,Lakshadweep
1463,13-Jun-20,MH,3427,113,1550,Maharashtra
1464,13-Jun-20,ML,0,0,1,Meghalaya
1465,13-Jun-20,MN,64,0,0,Manipur
1466,13-Jun-20,MP,198,7,176,Madhya Pradesh
1467,13-Jun-20,MZ,6,0,0,Mizoram
1468,13-Jun-20,NL,7,0,27,Nagaland
1469,13-Jun-20,OR,225,0,120,Odisha
1470,13-Jun-20,PB,77,2,45,Punjab
1471,13-Jun-20,PY,13,0,6,Puducherry
1472,13-Jun-20,RJ,333,10,326,Rajasthan
1473,13-Jun-20,SK,0,0,2,Sikkim
1474,13-Jun-20,TG,253,8,74,Telangana
1475,13-Jun-20,TN,1989,30,1362,Tamil Nadu
1476,13-Jun-20,TR,83,0,37,Tripura
1477,13-Jun-20,TT,12039,309,8092,Total
1478,13-Jun-20,UN,-331,0,0,State Unassigned
1479,13-Jun-20,UP,502,20,266,Uttar Pradesh
1480,13-Jun-20,UT,61,2,130,Uttarakhand
1481,13-Jun-20,WB,454,12,336,West Bengal
1482,13-May-20,AN,0,0,0,Andaman and Nicobar Islands
1483,13-May-20,AP,48,1,86,Andhra Pradesh
1484,13-May-20,AR,0,0,0,Arunachal Pradesh
1485,13-May-20,AS,15,0,0,Assam
1486,13-May-20,BR,74,1,18,Bihar
1487,13-May-20,CH,4,0,0,Chandigarh
1488,13-May-20,CT,0,0,1,Chhattisgarh
1489,13-May-20,DD,0,0,0,Daman and Diu
1490,13-May-20,DL,359,20,346,Delhi
1491,13-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1492,13-May-20,GA,0,0,0,Goa
1493,13-May-20,GJ,364,29,316,Gujarat
1494,13-May-20,HP,1,0,0,Himachal Pradesh
1495,13-May-20,HR,13,0,76,Haryana
1496,13-May-20,JH,5,0,8,Jharkhand
1497,13-May-20,JK,37,1,11,Jammu and Kashmir
1498,13-May-20,KA,34,2,18,Karnataka
1499,13-May-20,KL,10,0,1,Kerala
1500,13-May-20,LA,1,0,0,Ladakh
1501,13-May-20,LD,0,0,0,Lakshadweep
1502,13-May-20,MH,1495,54,422,Maharashtra
1503,13-May-20,ML,0,0,1,Meghalaya
1504,13-May-20,MN,0,0,0,Manipur
1505,13-May-20,MP,187,7,144,Madhya Pradesh
1506,13-May-20,MZ,0,0,0,Mizoram
1507,13-May-20,NL,0,0,0,Nagaland
1508,13-May-20,OR,101,0,27,Odisha
1509,13-May-20,PB,10,0,29,Punjab
1510,13-May-20,PY,1,0,0,Puducherry
1511,13-May-20,RJ,202,4,119,Rajasthan
1512,13-May-20,SK,0,0,0,Sikkim
1513,13-May-20,TG,41,2,117,Telangana
1514,13-May-20,TN,509,3,41,Tamil Nadu
1515,13-May-20,TR,1,0,0,Tripura
1516,13-May-20,TT,3726,137,1963,Total
1517,13-May-20,UN,0,0,0,State Unassigned
1518,13-May-20,UP,94,4,92,Uttar Pradesh
1519,13-May-20,UT,3,0,0,Uttarakhand
1520,13-May-20,WB,117,9,90,West Bengal
1521,14-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1522,14-Apr-20,AP,45,4,4,Andhra Pradesh
1523,14-Apr-20,AR,0,0,0,Arunachal Pradesh
1524,14-Apr-20,AS,1,0,0,Assam
1525,14-Apr-20,BR,0,0,1,Bihar
1526,14-Apr-20,CH,0,0,0,Chandigarh
1527,14-Apr-20,CT,2,0,3,Chhattisgarh
1528,14-Apr-20,DD,0,0,0,Daman and Diu
1529,14-Apr-20,DL,51,2,0,Delhi
1530,14-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1531,14-Apr-20,GA,0,0,0,Goa
1532,14-Apr-20,GJ,78,2,5,Gujarat
1533,14-Apr-20,HP,1,0,1,Himachal Pradesh
1534,14-Apr-20,HR,2,0,4,Haryana
1535,14-Apr-20,JH,3,0,0,Jharkhand
1536,14-Apr-20,JK,8,0,14,Jammu and Kashmir
1537,14-Apr-20,KA,13,2,11,Karnataka
1538,14-Apr-20,KL,8,0,13,Kerala
1539,14-Apr-20,LA,0,0,0,Ladakh
1540,14-Apr-20,LD,0,0,0,Lakshadweep
1541,14-Apr-20,MH,346,18,30,Maharashtra
1542,14-Apr-20,ML,0,0,0,Meghalaya
1543,14-Apr-20,MN,0,0,0,Manipur
1544,14-Apr-20,MP,127,3,13,Madhya Pradesh
1545,14-Apr-20,MZ,0,0,0,Mizoram
1546,14-Apr-20,NL,0,0,0,Nagaland
1547,14-Apr-20,OR,5,0,0,Odisha
1548,14-Apr-20,PB,8,1,2,Punjab
1549,14-Apr-20,PY,0,0,0,Puducherry
1550,14-Apr-20,RJ,108,0,26,Rajasthan
1551,14-Apr-20,SK,0,0,0,Sikkim
1552,14-Apr-20,TG,52,1,7,Telangana
1553,14-Apr-20,TN,31,1,23,Tamil Nadu
1554,14-Apr-20,TR,0,0,0,Tripura
1555,14-Apr-20,TT,1031,37,167,Total
1556,14-Apr-20,UN,0,0,0,State Unassigned
1557,14-Apr-20,UP,102,3,1,Uttar Pradesh
1558,14-Apr-20,UT,2,0,2,Uttarakhand
1559,14-Apr-20,WB,38,0,7,West Bengal
1560,14-Jun-20,AN,2,0,0,Andaman and Nicobar Islands
1561,14-Jun-20,AP,294,2,131,Andhra Pradesh
1562,14-Jun-20,AR,3,0,1,Arunachal Pradesh
1563,14-Jun-20,AS,218,0,155,Assam
1564,14-Jun-20,BR,186,1,289,Bihar
1565,14-Jun-20,CH,2,0,0,Chandigarh
1566,14-Jun-20,CT,121,3,88,Chhattisgarh
1567,14-Jun-20,DD,0,0,0,Daman and Diu
1568,14-Jun-20,DL,2224,56,878,Delhi
1569,14-Jun-20,DN,4,0,0,Dadra and Nagar Haveli and Daman and Diu
1570,14-Jun-20,GA,41,0,4,Goa
1571,14-Jun-20,GJ,511,29,442,Gujarat
1572,14-Jun-20,HP,16,0,17,Himachal Pradesh
1573,14-Jun-20,HR,459,10,200,Haryana
1574,14-Jun-20,JH,52,0,89,Jharkhand
1575,14-Jun-20,JK,163,4,120,Jammu and Kashmir
1576,14-Jun-20,KA,176,5,312,Karnataka
1577,14-Jun-20,KL,54,0,56,Kerala
1578,14-Jun-20,LA,112,0,12,Ladakh
1579,14-Jun-20,LD,0,0,0,Lakshadweep
1580,14-Jun-20,MH,3390,120,1632,Maharashtra
1581,14-Jun-20,ML,0,0,3,Meghalaya
1582,14-Jun-20,MN,9,0,18,Manipur
1583,14-Jun-20,MP,161,12,300,Madhya Pradesh
1584,14-Jun-20,MZ,2,0,0,Mizoram
1585,14-Jun-20,NL,10,0,4,Nagaland
1586,14-Jun-20,OR,186,1,114,Odisha
1587,14-Jun-20,PB,77,2,29,Punjab
1588,14-Jun-20,PY,18,1,9,Puducherry
1589,14-Jun-20,RJ,293,10,229,Rajasthan
1590,14-Jun-20,SK,5,0,0,Sikkim
1591,14-Jun-20,TG,237,3,25,Telangana
1592,14-Jun-20,TN,1974,38,1138,Tamil Nadu
1593,14-Jun-20,TR,33,0,118,Tripura
1594,14-Jun-20,TT,11405,324,7358,Total
